g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2,,MaxTotalBuild,MinUtilization,RETech
Fanoolee_Company,SomaliaROC,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Golis,SomaliaROC,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Juba_Electric_Company,SomaliaROC,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Marka_Electric,SomaliaROC,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Somali_Power_&_Lighting_Comp1,SomaliaROC,ICE,Diesel,1,2010,2023,30,0.5,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Somali_Power_&_Lighting_Comp2,SomaliaROC,ICE,Diesel,1,2010,2023,30,0.5,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
BMST_GENC_SOM,SomaliaROC,BiomassPlant,Biomass,3,2027,2057,30,0,0,0,0,15,2.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,0,0,0
NGCC_GENC_SOM,SomaliaROC,CCGT,Gas,3,2028,2058,30,0,0,0,0,7.7,1.01,30000,2,0,0.15,1,1,0,0.2,,,,,,,,,0,,0,0,0
COSC_GENC_SOM,SomaliaROC,ST,Coal,3,2029,2059,30,0,0,0,0,10.2,3.74,112000,2,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
NGSC_GENC_SOM,SomaliaROC,OCGT,Gas,3,2027,2057,30,0,0,0,0,10.9,0.8,24000,4,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
DSRC_GENC_SOM,SomaliaROC,ICE,Diesel,3,2027,2057,30,10000,0,138,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
HFRC_GENC_SOM,SomaliaROC,ICE,HFO,3,2027,2057,30,10000,0,138,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
SOPC_GENC_SOM,SomaliaROC,PV,Solar,3,2027,2052,25,66969,0,138,0,0,1.14,75540,0,0,0,1,1,0,0,,,,,,,,,0,,66969,0,1
HYRO_GENC_SOM,SomaliaROC,ROR,Water,3,2027,2077,50,1,0,138,0,0,2.5,75000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,1.29,0,0
HYDM_GENC_SOM,SomaliaROC,ReservoirHydro,Water,3,2031,2081,50,13,0,138,0,0,3,90000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,12.94,0,0
Batt_GENC_SOM,SomaliaROC,Storage,Battery,3,2027,2047,20,10000,0,138,0,0,0.3,40000,0,0,0,1,1,0,0.5,,,,,,,,,0,,10000,0,0
WDLC_GENC_SOM,SomaliaROC,OnshoreWind,Wind,3,2027,2057,30,61790,0,1000,0,0,1.31,35846,0,0,0,1,1,0,0,,,,,,,,,0,,61789.75,0,1
OSWD_GENC_OffshoreWind_SRC,SomaliaROC,OffshoreWind,Wind,3,2027,2057,30,987,0,138,0,0,3,60000,0,0,0,0,0,0,0,,,,,,,,,0,,987,0,1
Liolis_Power,SomaliaROC,ICE,Diesel,1,2010,2023,30,0.3,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Faraj_Electric_Company,SomaliaROC,ICE,Diesel,1,2010,2023,30,0.2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Afar_Indhud_Electric_Company,SomaliaROC,ICE,Diesel,1,2010,2023,30,0.1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Power_Supply_GPS_Galimoow,SomaliaROC,ICE,Diesel,1,2010,2023,30,0.1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Daatax_Muxidiin,SomaliaROC,ICE,Diesel,1,2010,2023,30,0,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Llyas_electric,SomaliaROC,ICE,Diesel,1,2010,2023,30,0,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
National_Electric_Power,Somaliland,ICE,Diesel,1,2010,2023,30,13,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Horn_Electricity_Company,Somaliland,ICE,Diesel,1,2010,2023,30,9,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Telesom_Electric_Company,Somaliland,ICE,Diesel,1,2010,2023,30,8,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Telesom_Electric_Company_-_Borama,Somaliland,ICE,Diesel,1,2010,2023,30,7,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Aloog_Electric_Company-Borama,Somaliland,ICE,Diesel,1,2010,2023,30,5,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Generic_Diesel_SML,Somaliland,ICE,Diesel,3,2027,2057,30,10000,0,95,0,7.34,1.2,13200,3.5,0,0,0,0,0,0,,,,,,,,,0,,10000,0,0
Generic_PV_SML,Somaliland,PV,Solar,3,2027,2052,25,66969,0,1000,0,0,0.97,10000,0,0,0,0,0,0,0,,,,,,,,,0,,66969,0,1
Generic_Wind_SML,Somaliland,OnshoreWind,Wind,3,2027,2057,30,61790,0,1000,0,0,1.49,31000,0,0,0,0,0,0,0,,,,,,,,,0,,61789.75,0,1
Gurmad,Somaliland,ICE,Diesel,1,2010,2023,30,2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Lesco,Somaliland,ICE,Diesel,1,2010,2023,30,2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
SomPower1,Somaliland,ICE,Diesel,1,2010,2023,30,2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Telesom_Electric_Company_-_Wajaale,Somaliland,ICE,Diesel,1,2010,2023,30,2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Beder,Somaliland,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Sompower2,Somaliland,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
BMST_GENC_SOR,Somaliland,BiomassPlant,Biomass,3,2027,2057,30,0,0,0,0,15,2.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,0,0,0
NGCC_GENC_SOR,Somaliland,CCGT,Gas,3,2028,2058,30,0,0,0,0,7.7,1.01,30000,2,0,0.15,1,1,0,0.2,,,,,,,,,0,,0,0,0
COSC_GENC_SOR,Somaliland,ST,Coal,3,2029,2059,30,0,0,0,0,10.2,3.74,112000,2,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
NGSC_GENC_SOR,Somaliland,OCGT,Gas,3,2027,2057,30,0,0,0,0,10.9,0.8,24000,4,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
DSRC_GENC_SOR,Somaliland,ICE,Diesel,3,2027,2057,30,10000,0,95,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
HFRC_GENC_SOR,Somaliland,ICE,HFO,3,2027,2057,30,10000,0,95,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
SOPC_GENC_SOR,Somaliland,PV,Solar,3,2027,2052,25,66969,0,95,0,0,1.14,75540,0,0,0,1,1,0,0,,,,,,,,,0,,66969,0,1
HYRO_GENC_SOR,Somaliland,ROR,Water,3,2027,2077,50,3,0,95,0,0,2.5,75000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,3.24,0,0
HYDM_GENC_SOR,Somaliland,ReservoirHydro,Water,3,2031,2081,50,32,0,95,0,0,3,90000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,32.35,0,0
Batt_GENC_SOR,Somaliland,Storage,Battery,3,2027,2047,20,10000,0,95,0,0,0.3,40000,0,0,0,1,1,0,0.5,,,,,,,,,0,,10000,0,0
WDLC_GENC_SOR,Somaliland,OnshoreWind,Wind,3,2027,2057,30,61790,0,1000,0,0,1.31,35846,0,0,0,1,1,0,0,,,,,,,,,0,,61789.75,0,1
OSWD_GENC_OffshoreWind_SOM,Somaliland,OffshoreWind,Wind,3,2027,2057,30,987,0,95,0,0,3,60000,0,0,0,0,0,0,0,,,,,,,,,0,,987,0,1
Mohamed_Ali,Somaliland,ICE,Diesel,1,2010,2023,30,0.2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Juba,SouthSudan,ICE,Diesel,1,2015,2050,30,75,0,0,0,8.2,0,20000,46.5,0,0,0,0,0,0.2,,,,,,,,,0,,0,0,0
Malakal,SouthSudan,ICE,Diesel,1,2015,2050,30,5,0,0,0,9.22,0,20000,46.5,0,0,0,0,0,0.2,,,,,,,,,0,,0,0,0
GenericHSD_Malakal2,SouthSudan,ICE,Diesel,3,2027,2057,30,10000,0,47.63,0,7.26,1.5,20000,40,0,0,0,0,0,0.2,,,,,,,,,0,,10000,0,0
GenericHSD_Rumbeck,SouthSudan,ICE,Diesel,3,2027,2057,30,10000,0,47.63,0,8.75,1.5,20000,40,0,0,0,0,0,0.2,,,,,,,,,0,,10000,0,0
GenericHSD_Wau,SouthSudan,ICE,Diesel,3,2027,2057,30,10000,0,47.63,0,8.32,1.5,20000,40,0,0,0,0,0,0.2,,,,,,,,,0,,10000,0,0
GenericHSD_Yei,SouthSudan,ICE,Diesel,3,2027,2057,30,10000,0,47.63,0,8.13,1.5,20000,40,0,0,0,0,0,0.2,,,,,,,,,0,,10000,0,0
Palogue,SouthSudan,ICE,Diesel,3,2027,2057,30,250,0,250,0,7.11,1.5,20000,40,0,0,0,0,0,0.2,,,,,,,,,0,,250,0,0
Tharjath,SouthSudan,ICE,Diesel,3,2027,2057,30,240,0,240,0,7.42,1.5,20670,40,0,0,0,0,0,0.2,,,,,,,,,0,,240,0,0
Bedden,SouthSudan,ReservoirHydro,Water,3,2028,2050,50,522,0,522,0,0,2.48,2091.95,4.53,0,0,0,0,0,0.4,,,,,,,,,0,,522,0,0
Fula,SouthSudan,ReservoirHydro,Water,3,2027,2077,50,0,0,0,0,0,2,14130,0.5,0,0,0,0,0,0.4,,,,,,,,,0,,0,0,0
Fula_Rapids,SouthSudan,ROR,Water,3,2027,2077,50,39,0,38.5,0,0,3.71,40681.56,0.5,0,0,0,0,0,0.4,,,,,,,,,0,,38.5,0,0
Juba_HPP,SouthSudan,ReservoirHydro,Water,3,2050,2050,50,120,0,120,0,0,3.04,9230,0.5,0,0,0,0,0,0.4,,,,,,,,,0,,120,0,0
Kinyeti,SouthSudan,ROR,Water,3,2027,2077,50,2,0,1.95,0,0,8.21,14130,0.06,0,0,0,0,0,0.4,,,,,,,,,0,,1.95,0,0
Lakki,SouthSudan,ROR,Water,3,2033,2050,50,300,0,300,0,0,2.19,5512,2.3,0,0,0,0,0,0.4,,,,,,,,,0,,300,0,0
Shukoli,SouthSudan,ReservoirHydro,Water,3,2040,2050,50,1100,0,1100,0,0,1.83,988.47,7.06,0,0,0,0,0,0.4,,,,,,,,,0,,1100,0,0
Wau_Dam,SouthSudan,ReservoirHydro,Water,3,2027,2077,50,11,0,10.5,0,0,13.14,14130,0.48,0,0,0,0,0,0.4,,,,,,,,,0,,10.5,0,0
Juba_Solar_Power_Station,SouthSudan,PV,Solar,2,2027,2052,25,20,0,20,0,0,0.8,15000,0,0,0,0,0,0,0,,,,,,,,,0,,20,0,1
Bor,SouthSudan,ICE,Diesel,1,2015,2050,30,2,0,0,0,9.48,0,20000,46.5,0,0,0,0,0,0.2,,,,,,,,,0,,0,0,0
Rumbek,SouthSudan,ICE,Diesel,1,2015,2050,30,2,0,0,0,9.75,0,20000,46.5,0,0,0,0,0,0.2,,,,,,,,,0,,0,0,0
Wau,SouthSudan,ICE,Diesel,1,2015,2050,30,2,0,0,0,10.04,0,20000,46.5,0,0,0,0,0,0.2,,,,,,,,,0,,0,0,0
Yambio,SouthSudan,ICE,Diesel,1,2015,2050,30,2,0,0,0,9.59,0,20000,46.5,0,0,0,0,0,0.2,,,,,,,,,0,,0,0,0
Kapoeta,SouthSudan,ICE,Diesel,1,2015,2050,30,1,0,0,0,10,0,20000,46.5,0,0,0,0,0,0.2,,,,,,,,,0,,0,0,0
Maridi,SouthSudan,ICE,Diesel,1,2015,2050,30,1,0,0,0,10.13,0,20000,46.5,0,0,0,0,0,0.2,,,,,,,,,0,,0,0,0
Yei,SouthSudan,ICE,Diesel,1,2015,2050,30,1,0,0,0,9.72,0,20000,46.5,0,0,0,0,0,0.2,,,,,,,,,0,,0,0,0
DSRC_GENC_SOU,SouthSudan,ICE,Diesel,3,2027,2057,30,10000,0,47.63,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
HFRC_GENC_SOU,SouthSudan,ICE,HFO,3,2027,2057,30,10000,0,47.63,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
SOPC_GENC_SOU,SouthSudan,PV,Solar,3,2027,2052,25,346964,0,47.63,0,0,1.14,75540,0,0,0,1,1,0,0,,,,,,,,,0,,346964.25,0,1
HYRO_GENC_SOU,SouthSudan,ROR,Water,3,2027,2077,50,0,0,0,0,0,2.5,75000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
HYDM_GENC_SOU,SouthSudan,ReservoirHydro,Water,3,2031,2081,50,2172,0,47.63,0,0,3,90000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,2172,0,0
Batt_GENC_SOU,SouthSudan,Storage,Battery,3,2027,2047,20,10000,0,47.63,0,0,0.3,40000,0,0,0,1,1,0,0.5,,,,,,,,,0,,10000,0,0
WDLC_GENC_SOU,SouthSudan,OnshoreWind,Wind,3,2027,2057,30,21446,0,428.91,0,0,1.31,35846,0,0,0,1,1,0,0,,,,,,,,,0,,21445.5,0,1
HYD_STOHY_Nile_09_SUD,Sudan,ReservoirHydro,Water,1,2009,2045,50,1000,0,0,0,0,0,14130,0.5,0,0,0,0,0.02,0.4,,,,,,,,,0,,0,0,0
SC_CO_09_SUD,Sudan,ST,Coal,1,2009,2040,30,480,0,0,0,11.71,0,28000,6.24,0,0.6,0.44,0.39,0.02,0.1,,,,,,,,,0,,0,0,0
CC_LF_03_SUD,Sudan,CCGT,LFO,1,2003,2028,30,458,0,0,0,8.16,0,20000,2.21,0,0.6,0.5,0.83,0.02,0.1,,,,,,,,,0,,0,0,0
HYD_STOHY_16_SUD,Sudan,ReservoirHydro,Water,1,2016,2050,50,335,0,0,0,0,0,14130,0.5,0,0,0,0,0.02,0.4,,,,,,,,,0,,0,0,0
DG_HF_04_SUD,Sudan,OCGT,HFO,1,2004,2034,30,332,0,0,0,10.85,0,6980,14.7,0,0,1,1,0.02,0.1,,,,,,,,,0,,0,0,0
ST_HF_15_SUD,Sudan,ST,HFO,1,2015,2040,30,320,0,0,0,9,0,20000,0.98,0,0.6,0.61,0.81,0.02,0.1,,,,,,,,,0,,0,0,0
HYD_STOHY_79_SUD,Sudan,ReservoirHydro,Water,1,1979,2030,50,313,0,0,0,0,0,14130,0.5,0,0,0,0,0.02,0.4,,,,,,,,,0,,0,0,0
GT_DS_16_SUD,Sudan,OCGT,Gas,1,2016,2046,30,175,0,0,0,9.75,0,7300,10.69,0,0,1,1,0.02,0.1,,,,,,,,,0,,0,0,0
DG_HF_10_SUD,Sudan,OCGT,HFO,1,2010,2035,30,105,0,0,0,10.85,0,6980,14.7,0,0,1,1,0.02,0.1,,,,,,,,,0,,0,0,0
DG_DS_83_SUD,Sudan,OCGT,Gas,1,1983,2018,30,97,0,0,0,10.85,0,6980,14.7,0,0,1,1,0.02,0.1,,,,,,,,,0,,0,0,0
ST_HF_94_SUD,Sudan,ST,HFO,1,1994,2023,30,70,0,0,0,9,0,20000,0.98,0,0.6,0.47,0.74,0.02,0.1,,,,,,,,,0,,0,0,0
GT_LF_01_SUD,Sudan,OCGT,LFO,1,2001,2018,30,45,0,0,0,10.85,0,20000,2.21,0,0,0.7,0.81,0.02,0.1,,,,,,,,,0,,0,0,0
CSP_CSP_GENC_SUD,Sudan,CSPPlant,Solar,3,2027,2057,30,0,0,0,0,0,4.4,40000,4,0,0,1,1,0.02,1,,,,,,,,,0,,0,0,0
GT_LF_GENC_SUD,Sudan,OCGT,LFO,3,2027,2057,30,10000,0,304.01,0,9.75,0.81,8505,4.46,0,0,1,1,0.02,0.1,,,,,,,,,0,,10000,0,0
HYD_ROR_GENC_SUD,Sudan,ROR,Water,3,2027,2077,50,10,0,304.01,0,0,2,14130,0.5,0,0,0,0,0.02,0.4,,,,,,,,,0,,10,0,0
ST_HF_GENC_SUD,Sudan,ST,HFO,3,2027,2057,30,10000,0,304.01,0,9.42,2.5,10530,2.37,0,0.6,0.61,0.81,0.02,0.1,,,,,,,,,0,,10000,0,0
WND_WN_GENC_SUD,Sudan,OnshoreWind,Wind,3,2027,2057,30,1541,0,304.01,0,0,1.49,31000,0,0,0,0,0,0,0,,,,,,,,,0,,1541.29,0,1
SC_CO_25_SUD,Sudan,ST,Coal,2,2025,2055,30,20,0,600,0,8.74,2,32100,4.61,0,0.6,0.44,0.39,0.02,0.1,,,,,,,,,0,,600,0,0
DG_DS_20_SUD,Sudan,OCGT,Gas,2,2020,2045,30,37,0,37,0,8.96,0.8,33600,4,0,0,1,1,0.02,0.1,,,,,,,,,0,,37,0,0
HYD_STOHY_25_SUD,Sudan,ReservoirHydro,Water,2,2025,2055,50,434,0,500,0,0,3.3,14130,0.5,0,0,0,0,0.02,0.4,,,,,,,,,0,,500,0,0
HYD_STOHY_30_SUD,Sudan,ReservoirHydro,Water,2,2030,2055,50,336,0,500,0,0,3.3,14130,0.5,0,0,0,0,0.02,0.4,,,,,,,,,0,,500,0,0
BMST_GENC_SUD,Sudan,BiomassPlant,Biomass,3,2027,2057,30,2066,0,41.32,0,15,2.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,2066,0,0
DSRC_GENC_SUD,Sudan,ICE,Diesel,3,2027,2057,30,10000,0,304.01,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
HFRC_GENC_SUD,Sudan,ICE,HFO,3,2027,2057,30,10000,0,304.01,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
SOPC_GENC_SUD,Sudan,PV,Solar,3,2027,2052,25,1721,0,304.01,0,0,1.14,75540,0,0,0,1,1,0,0,,,,,,,,,0,,1720.93,0,1
HYRO_GENC_SUD,Sudan,ROR,Water,3,2027,2077,50,10,0,304.01,0,0,2.5,75000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,10,0,0
HYDM_GENC_SUD,Sudan,ReservoirHydro,Water,3,2031,2081,50,5022,0,304.01,0,0,3,90000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,5022,0,0
Batt_GENC_SUD,Sudan,Storage,Battery,3,2027,2047,20,10000,0,304.01,0,0,0.3,40000,0,0,0,1,1,0,0.5,,,,,,,,,0,,10000,0,0
WDLC_GENC_SUD,Sudan,OnshoreWind,Wind,3,2027,2057,30,1541,0,30.83,0,0,1.31,35846,0,0,0,1,1,0,0,,,,,,,,,0,,1541.29,0,1
OSWD_GENC_OffshoreWind_SUD,Sudan,OffshoreWind,Wind,3,2027,2057,30,45,0,304.01,0,0,3,60000,0,0,0,0,0,0,0,,,,,,,,,0,,45,0,1
Hale,Tanzania,ROR,Water,1,2024,2060,,21,,,,,,16900,0.003,0,,0.24,0.24,,0.13,,,,,,,,,,,,,
Kinyerezi_II,Tanzania,CCGT,Gas,1,2018,2044,,248,,,,6.82,,7800,4,0,,,,,,,,,,,,,,,,,,
Hydro_TZA_Candidate,Tanzania,ROR,Water,3,2030,2060,50,0,,5000,,,2.8,40000,0.5,0,,,,,0.45,,,,,,,,,,,,,
Songas,Tanzania,OCGT,Gas,1,2004,2034,,189,,,,9.6,,13300,,0,,0.1,0.1,,,,,,,,,,,,,,,
Kinyerezi_I_Ext,Tanzania,OCGT,Gas,1,2022,2047,,185,,,,9.3,,6300,,0,,,,,,,,,,,,,,,,,,
Iringa_Ibosa,Tanzania,ROR,Water,3,2028,2060,50,36,,36,,,3.4,4090,0.5,0,,,,,0.34,,,,,,,,,,,,,
Kinyerezi_I,Tanzania,OCGT,Gas,1,2015,2035,,150,,,,9.3,,6300,,0,,,,,,,,,,,,,,,,,,
Ubungo_II,Tanzania,OCGT,Gas,1,2012,2031,,129,,,,10.23,,5700,,0,,0.1,0.1,,,,,,,,,,,,,,,
Ubungo_III,Tanzania,OCGT,Gas,1,2022,2042,,113,,,,10.23,,5700,,0,,0.1,0.1,,,,,,,,,,,,,,,
Ubongo_I,Tanzania,ICE,Gas,1,2007,2027,30,102,,,,8.98,,5900,4.5,0,,0.3,0.3,,0.2,,,,,,,,,,,,,
Iringa_Nginayo,Tanzania,ROR,Water,3,2030,2060,50,52,,52,,,2.4,4090,0.5,0,,,,,0.37,,,,,,,,,,,,,
FuelOil_TZA,Tanzania,ICE,HFO,1,2013,2032,,70,,,,10.8,,,,0,,,,,,,,,,,,,,,,,,
JNHPP_1,Tanzania,ReservoirHydro,Water,1,2024,2060,50,940,,,,,,1640,0.5,0,,0.13,0.13,,0.34,,,,,,,,,,,,,
Diesel_TZA,Tanzania,ICE,Diesel,1,2013,2032,30,60,,,,10.8,,13300,4.5,0,,0.16,0.16,,0.2,,,,,,,,,,,,,
Tegeta,Tanzania,ICE,Gas,1,2009,2029,30,45,,,,8.34,,6900,4.5,0,,0.09,0.09,,0.2,,,,,,,,,,,,,
JNHPP_2,Tanzania,ReservoirHydro,Water,2,2025,2060,50,1175,,1175,,,1.3,1640,0.5,0,,0.13,0.13,,0.34,,,,,,,,,,,,,
Mtwara,Tanzania,OCGT,Gas,1,2018,2035,,31,,,,8.34,,8200,,0,,0.3,0.3,,,,,,,,,,,,,,,
Kakono,Tanzania,ROR,Water,3,2030,2060,50,87,,87,,,3.2,4090,0.5,0,,,,,0.44,,,,,,,,,,,,,
TPC_Bio,Tanzania,ST,Biomass,1,2010,2030,,9,,,,11.5,,,4.1,0,,0,0,,,,,,,,,,,,,,,
Kidatu,Tanzania,ReservoirHydro,Water,1,1975,2060,50,204,,,,,,1600,0.5,0,,0.13,0.13,,0.34,,,,,,,,,,,,,
Somanga,Tanzania,OCGT,Gas,1,2010,2030,,8,,,,8.34,,8200,,0,,0.3,0.3,,,,,,,,,,,,,,,
Small_PV,Tanzania,PV,Solar,1,2024,2060,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,
Small_Wind,Tanzania,OnshoreWind,Wind,1,2024,2060,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,
Tanwat_Bio,Tanzania,ST,Biomass,1,2010,2029,,2,,,,11.5,,,4.1,0,,0.08,0.08,,,,,,,,,,,,,,,
Bagamoyo,Tanzania,CCGT,Gas,3,2030,2060,30,200,,200,,6.75,1.21,30000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Biomass_TZ_Candidate,Tanzania,ST,Biomass,3,2025,2060,,32,,32,,10,4.4,,3,0,,0.33,0.33,,,,,,,,,,,,,,,
Kidunda,Tanzania,ROR,Water,3,2028,2060,50,20,,20,,,4,16910,0.003,0,,,,,0.3,,,,,,,,,,,,,
Kihansi,Tanzania,ROR,Water,1,2000,2060,,180,,,,,,2300,0.003,0,,0.17,0.17,,0.31,,,,,,,,,,,,,
Kikonge,Tanzania,ReservoirHydro,Water,3,2032,2060,50,300,,300,,,2.5,1640,0.5,0,,,,,0.34,,,,,,,,,,,,,
Malagarasi,Tanzania,ROR,Water,2,2028,2078,50,50,,50,,,2.9,4090,0.5,0,,,,,0.22,,,,,,,,,,,,,
Kibo_Mining,Tanzania,ST,Coal,3,2060,2060,,300,,,,9.24,,,,0,,,,,,,,,,,,,,,,,,
Kiejo_Mbaka_I,Tanzania,ST,Geothermal,3,2050,2060,,60,,60,,,,,,0,,,,,,,,,,,,,,,,,,
Kiejo_Mbaka_II,Tanzania,ST,Geothermal,3,2050,2060,,20,,20,,,,,,0,,,,,,,,,,,,,,,,,,
Masigira,Tanzania,ROR,Water,3,2030,2080,50,118,,118,,,2.88,4090,0.5,0,,,,,0.29,,,,,,,,,,,,,
Kinyerezi_IV,Tanzania,CCGT,Gas,3,2030,2060,30,330,,330,,6.75,1.21,30000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Kinyezeri_III_PH_I,Tanzania,OCGT,Gas,3,2030,2060,30,300,,300,,9.75,1.1,8000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Kinyezeri_III_PH_II,Tanzania,CCGT,Gas,3,2030,2060,30,300,,300,,6.82,1.1,30000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Kisaki,Tanzania,ST,Geothermal,3,2050,2060,,300,,300,,,,,,0,,,,,,,,,,,,,,,,,,
Kishapu_I,Tanzania,PV,Solar,2,2025,2060,,50,,50,,,0.9,,,0,,,,,,,,,,,,,,,,,,
Kishapu_II,Tanzania,PV,Solar,2,2026,2060,,50,,50,,,0.9,,,0,,,,,,,,,,,,,,,,,,
Kishapu_III,Tanzania,PV,Solar,2,2027,2060,,50,,50,,,0.9,,,0,,,,,,,,,,,,,,,,,,
Kiwira_I,Tanzania,ST,Coal,3,2060,2060,,200,,,,9.24,,,,0,,,,,,,,,,,,,,,,,,
Kiwira_II,Tanzania,ST,Coal,3,2060,2060,,200,,,,9.24,,,,0,,,,,,,,,,,,,,,,,,
Kiwira_III,Tanzania,ST,Coal,3,2060,2060,,600,,,,9.24,,,,0,,,,,,,,,,,,,,,,,,
Mnyera_Kisingo,Tanzania,ROR,Water,3,2030,2060,50,120,,120,,,2.6,2250,0.003,0,,,,,0.37,,,,,,,,,,,,,
Mchuchuma_I,Tanzania,ST,Coal,3,2060,2060,,300,,,,9.73,,,,0,,,,,,,,,,,,,,,,,,
Mchuchuma_II,Tanzania,ST,Coal,3,2060,2060,,300,,,,9.73,,,,0,,,,,,,,,,,,,,,,,,
Mchuchuma_III,Tanzania,ST,Coal,3,2060,2060,,300,,,,9.73,,,,0,,,,,,,,,,,,,,,,,,
Mchuchuma_IV,Tanzania,ST,Coal,3,2060,2060,,300,,,,9.73,,,,0,,,,,,,,,,,,,,,,,,
Mkuranga,Tanzania,CCGT,Gas,3,2030,2060,30,300,,300,,6.75,1.21,30000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Mnyera_Kwanini,Tanzania,ROR,Water,3,2030,2060,50,144,,144,,,1.1,2250,0.003,0,,,,,0.37,,,,,,,,,,,,,
