,,,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Mali,Niger,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,IvoryCoast,11,,,,,23,23,23,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
Mali,Guinea,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Senegal,11,,,,,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6
Mali,Burkina,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania_grid,Senegal,11,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Niger,Mali,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,Benin,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,Burkina,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,Nigeria,11,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Nigeria,Benin,11,,,,,30,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
Nigeria,Niger,11,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Senegal,Gambia,11,,,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Senegal,GuineaBissau,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Mali,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Guinea,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Mauritania_grid,11,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
SierraLeone,Guinea,11,,,,,,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
SierraLeone,Liberia,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,Burkina,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,Ghana,11,,,,,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7
Togo,Benin,11,,,,,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
Benin,Niger,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,Nigeria,12,,,,,171,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
Benin,Togo,12,,,,,171,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
Benin,Burkina,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina,Togo,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina,Mali,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina,IvoryCoast,12,,,,,30,30,30,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
Burkina,Ghana,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina,Niger,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina,Benin,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,Senegal,12,,,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Gambia,GuineaBissau,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Burkina,12,,,,,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9
Ghana,Togo,12,,,,,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
Ghana,IvoryCoast,12,,,,,0,0,0,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
Guinea,GuineaBissau,12,,,,,0,0,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2,73.2
Guinea,SierraLeone,12,,,,,,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Guinea,Liberia,12,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Guinea,Senegal,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,Mali,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,IvoryCoast,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaBissau,Guinea,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaBissau,Senegal,12,,,,,0,0,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
GuineaBissau,Gambia,12,,,,,0,0,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2
IvoryCoast,Mali,12,,,,,23,30,30,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
IvoryCoast,Liberia,12,,,,,78,78,78,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
IvoryCoast,Burkina,12,,,,,30,50,50,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
IvoryCoast,Ghana,12,,,,,,,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
IvoryCoast,Guinea,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,SierraLeone,12,,,,,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
Liberia,IvoryCoast,12,,,,,78,78,78,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Liberia,Guinea,12,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Mali,Niger,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,IvoryCoast,12,,,,,23,23,23,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
Mali,Guinea,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Senegal,12,,,,,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6
Mali,Burkina,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania_grid,Senegal,12,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Niger,Mali,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,Benin,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,Burkina,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,Nigeria,12,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Nigeria,Benin,12,,,,,30,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
Nigeria,Niger,12,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Senegal,Gambia,12,,,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Senegal,GuineaBissau,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Mali,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Guinea,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Mauritania_grid,12,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
SierraLeone,Guinea,12,,,,,,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
SierraLeone,Liberia,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,Burkina,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,Ghana,12,,,,,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7
Togo,Benin,12,,,,,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
