uni_0,uni_1,uni_2,uni_3,uni_4,value
GuineaBissau,PV,wet,4,t17,0.166
GuineaBissau,PV,wet,4,t18,0.071
GuineaBissau,PV,wet,4,t19,0.009
GuineaBissau,Wind,dry,1,t01,0.279
GuineaBissau,Wind,dry,1,t02,0.283
GuineaBissau,Wind,dry,1,t03,0.266
GuineaBissau,Wind,dry,1,t04,0.259
GuineaBissau,Wind,dry,1,t05,0.262
GuineaBissau,Wind,dry,1,t06,0.26
GuineaBissau,Wind,dry,1,t07,0.243
GuineaBissau,Wind,dry,1,t08,0.223
GuineaBissau,Wind,dry,1,t09,0.114
GuineaBissau,Wind,dry,1,t10,0.054
GuineaBissau,Wind,dry,1,t11,0.093
GuineaBissau,Wind,dry,1,t12,0.115
GuineaBissau,Wind,dry,1,t13,0.139
GuineaBissau,Wind,dry,1,t14,0.157
GuineaBissau,Wind,dry,1,t15,0.172
GuineaBissau,Wind,dry,1,t16,0.175
GuineaBissau,Wind,dry,1,t17,0.208
GuineaBissau,Wind,dry,1,t18,0.297
GuineaBissau,Wind,dry,1,t19,0.447
GuineaBissau,Wind,dry,1,t20,0.54
GuineaBissau,Wind,dry,1,t21,0.545
GuineaBissau,Wind,dry,1,t22,0.495
GuineaBissau,Wind,dry,1,t23,0.455
GuineaBissau,Wind,dry,1,t24,0.448
GuineaBissau,Wind,dry,2,t01,0.043
GuineaBissau,Wind,dry,2,t02,0.065
GuineaBissau,Wind,dry,2,t03,0.115
GuineaBissau,Wind,dry,2,t04,0.173
GuineaBissau,Wind,dry,2,t05,0.233
GuineaBissau,Wind,dry,2,t06,0.28
GuineaBissau,Wind,dry,2,t07,0.3
GuineaBissau,Wind,dry,2,t08,0.284
GuineaBissau,Wind,dry,2,t09,0.152
GuineaBissau,Wind,dry,2,t10,0.118
GuineaBissau,Wind,dry,2,t11,0.204
GuineaBissau,Wind,dry,2,t12,0.203
GuineaBissau,Wind,dry,2,t13,0.126
GuineaBissau,Wind,dry,2,t14,0.062
GuineaBissau,Wind,dry,2,t15,0.024
GuineaBissau,Wind,dry,2,t16,0.006
GuineaBissau,Wind,dry,2,t17,0.003
GuineaBissau,Wind,dry,2,t18,0.052
GuineaBissau,Wind,dry,2,t19,0.274
GuineaBissau,Wind,dry,2,t20,0.456
GuineaBissau,Wind,dry,2,t21,0.429
GuineaBissau,Wind,dry,2,t22,0.328
GuineaBissau,Wind,dry,2,t23,0.249
GuineaBissau,Wind,dry,2,t24,0.201
GuineaBissau,Wind,dry,3,t01,0.337
GuineaBissau,Wind,dry,3,t02,0.259
GuineaBissau,Wind,dry,3,t03,0.199
GuineaBissau,Wind,dry,3,t04,0.171
GuineaBissau,Wind,dry,3,t05,0.166
GuineaBissau,Wind,dry,3,t06,0.155
GuineaBissau,Wind,dry,3,t07,0.133
GuineaBissau,Wind,dry,3,t08,0.098
GuineaBissau,Wind,dry,3,t09,0.05
GuineaBissau,Wind,dry,3,t10,0.032
GuineaBissau,Wind,dry,3,t11,0.011
GuineaBissau,Wind,dry,3,t12,0.002
GuineaBissau,Wind,dry,3,t13,0.001
GuineaBissau,Wind,dry,3,t14,0.003
GuineaBissau,Wind,dry,3,t15,0.008
GuineaBissau,Wind,dry,3,t16,0.019
GuineaBissau,Wind,dry,3,t17,0.038
GuineaBissau,Wind,dry,3,t18,0.056
GuineaBissau,Wind,dry,3,t19,0.075
GuineaBissau,Wind,dry,3,t20,0.111
GuineaBissau,Wind,dry,3,t21,0.167
GuineaBissau,Wind,dry,3,t22,0.254
GuineaBissau,Wind,dry,3,t23,0.363
GuineaBissau,Wind,dry,3,t24,0.449
GuineaBissau,Wind,dry,4,t01,0.001
GuineaBissau,Wind,dry,4,t02,0.002
GuineaBissau,Wind,dry,4,t03,0.002
GuineaBissau,Wind,dry,4,t04,0.002
GuineaBissau,Wind,dry,4,t05,0.001
GuineaBissau,Wind,dry,4,t12,0.001
GuineaBissau,Wind,dry,4,t13,0.001
GuineaBissau,Wind,dry,4,t15,0.001
GuineaBissau,Wind,dry,4,t16,0.002
GuineaBissau,Wind,dry,4,t17,0.006
GuineaBissau,Wind,dry,4,t18,0.009
GuineaBissau,Wind,dry,4,t19,0.011
GuineaBissau,Wind,dry,4,t20,0.02
GuineaBissau,Wind,dry,4,t21,0.043
GuineaBissau,Wind,dry,4,t22,0.064
GuineaBissau,Wind,dry,4,t23,0.078
GuineaBissau,Wind,dry,4,t24,0.092
GuineaBissau,Wind,wet,1,t01,0.476
GuineaBissau,Wind,wet,1,t02,0.424
GuineaBissau,Wind,wet,1,t03,0.364
GuineaBissau,Wind,wet,1,t04,0.28
GuineaBissau,Wind,wet,1,t05,0.187
GuineaBissau,Wind,wet,1,t06,0.103
GuineaBissau,Wind,wet,1,t07,0.047
GuineaBissau,Wind,wet,1,t08,0.013
GuineaBissau,Wind,wet,1,t09,0.002
GuineaBissau,Wind,wet,1,t13,0.002
GuineaBissau,Wind,wet,1,t14,0.001
GuineaBissau,Wind,wet,1,t15,0.001
GuineaBissau,Wind,wet,1,t17,0.001
GuineaBissau,Wind,wet,1,t18,0.006
GuineaBissau,Wind,wet,1,t19,0.131
GuineaBissau,Wind,wet,1,t20,0.5640000000000001
GuineaBissau,Wind,wet,1,t21,0.724
GuineaBissau,Wind,wet,1,t22,0.728
GuineaBissau,Wind,wet,1,t23,0.655
GuineaBissau,Wind,wet,1,t24,0.544
GuineaBissau,Wind,wet,2,t01,0.29
GuineaBissau,Wind,wet,2,t02,0.273
GuineaBissau,Wind,wet,2,t03,0.249
GuineaBissau,Wind,wet,2,t04,0.228
GuineaBissau,Wind,wet,2,t05,0.193
GuineaBissau,Wind,wet,2,t06,0.163
GuineaBissau,Wind,wet,2,t07,0.14
GuineaBissau,Wind,wet,2,t08,0.1
GuineaBissau,Wind,wet,2,t09,0.087
GuineaBissau,Wind,wet,2,t10,0.079
GuineaBissau,Wind,wet,2,t11,0.063
GuineaBissau,Wind,wet,2,t12,0.057
GuineaBissau,Wind,wet,2,t13,0.058
GuineaBissau,Wind,wet,2,t14,0.063
GuineaBissau,Wind,wet,2,t15,0.073
GuineaBissau,Wind,wet,2,t16,0.094
GuineaBissau,Wind,wet,2,t17,0.132
GuineaBissau,Wind,wet,2,t18,0.182
GuineaBissau,Wind,wet,2,t19,0.236
GuineaBissau,Wind,wet,2,t20,0.317
GuineaBissau,Wind,wet,2,t21,0.367
GuineaBissau,Wind,wet,2,t22,0.373
GuineaBissau,Wind,wet,2,t23,0.362
GuineaBissau,Wind,wet,2,t24,0.352
GuineaBissau,Wind,wet,3,t01,0.37
GuineaBissau,Wind,wet,3,t02,0.334
GuineaBissau,Wind,wet,3,t03,0.296
GuineaBissau,Wind,wet,3,t04,0.27
GuineaBissau,Wind,wet,3,t05,0.241
GuineaBissau,Wind,wet,3,t06,0.221
GuineaBissau,Wind,wet,3,t07,0.227
GuineaBissau,Wind,wet,3,t08,0.192
GuineaBissau,Wind,wet,3,t09,0.137
GuineaBissau,Wind,wet,3,t10,0.107
GuineaBissau,Wind,wet,3,t11,0.08
GuineaBissau,Wind,wet,3,t12,0.063
GuineaBissau,Wind,wet,3,t13,0.059
GuineaBissau,Wind,wet,3,t14,0.052
GuineaBissau,Wind,wet,3,t15,0.035
GuineaBissau,Wind,wet,3,t16,0.018
GuineaBissau,Wind,wet,3,t17,0.021
GuineaBissau,Wind,wet,3,t18,0.042
GuineaBissau,Wind,wet,3,t19,0.057
GuineaBissau,Wind,wet,3,t20,0.058
GuineaBissau,Wind,wet,3,t21,0.063
GuineaBissau,Wind,wet,3,t22,0.08
GuineaBissau,Wind,wet,3,t23,0.065
GuineaBissau,Wind,wet,3,t24,0.046
GuineaBissau,Wind,wet,4,t01,0.355
GuineaBissau,Wind,wet,4,t02,0.42
GuineaBissau,Wind,wet,4,t03,0.394
GuineaBissau,Wind,wet,4,t04,0.35
GuineaBissau,Wind,wet,4,t05,0.283
GuineaBissau,Wind,wet,4,t06,0.223
GuineaBissau,Wind,wet,4,t07,0.201
GuineaBissau,Wind,wet,4,t08,0.203
GuineaBissau,Wind,wet,4,t09,0.15
GuineaBissau,Wind,wet,4,t10,0.141
GuineaBissau,Wind,wet,4,t11,0.134
GuineaBissau,Wind,wet,4,t12,0.11
GuineaBissau,Wind,wet,4,t13,0.089
GuineaBissau,Wind,wet,4,t14,0.077
GuineaBissau,Wind,wet,4,t15,0.075
GuineaBissau,Wind,wet,4,t16,0.086
GuineaBissau,Wind,wet,4,t17,0.079
GuineaBissau,Wind,wet,4,t18,0.034
GuineaBissau,Wind,wet,4,t19,0.008
GuineaBissau,Wind,wet,4,t20,0.004
GuineaBissau,Wind,wet,4,t21,0.006
GuineaBissau,Wind,wet,4,t22,0.017
GuineaBissau,Wind,wet,4,t23,0.033
GuineaBissau,Wind,wet,4,t24,0.052
GuineaBissau,Rooftop,dry,1,t08,0.02
GuineaBissau,Rooftop,dry,1,t09,0.256
GuineaBissau,Rooftop,dry,1,t10,0.501
GuineaBissau,Rooftop,dry,1,t11,0.65
GuineaBissau,Rooftop,dry,1,t12,0.722
GuineaBissau,Rooftop,dry,1,t13,0.746
GuineaBissau,Rooftop,dry,1,t14,0.739
GuineaBissau,Rooftop,dry,1,t15,0.655
GuineaBissau,Rooftop,dry,1,t16,0.531
GuineaBissau,Rooftop,dry,1,t17,0.388
GuineaBissau,Rooftop,dry,1,t18,0.182
GuineaBissau,Rooftop,dry,1,t19,0.014
GuineaBissau,Rooftop,dry,2,t08,0.033
GuineaBissau,Rooftop,dry,2,t09,0.291
GuineaBissau,Rooftop,dry,2,t10,0.515
GuineaBissau,Rooftop,dry,2,t11,0.673
GuineaBissau,Rooftop,dry,2,t12,0.771
GuineaBissau,Rooftop,dry,2,t13,0.8290000000000001
GuineaBissau,Rooftop,dry,2,t14,0.8240000000000001
GuineaBissau,Rooftop,dry,2,t15,0.768
GuineaBissau,Rooftop,dry,2,t16,0.654
GuineaBissau,Rooftop,dry,2,t17,0.484
GuineaBissau,Rooftop,dry,2,t18,0.251
GuineaBissau,Rooftop,dry,2,t19,0.032
GuineaBissau,Rooftop,dry,3,t08,0.04
GuineaBissau,Rooftop,dry,3,t09,0.225
GuineaBissau,Rooftop,dry,3,t10,0.428
GuineaBissau,Rooftop,dry,3,t11,0.581
GuineaBissau,Rooftop,dry,3,t12,0.684
GuineaBissau,Rooftop,dry,3,t13,0.6970000000000001
GuineaBissau,Rooftop,dry,3,t14,0.6950000000000001
GuineaBissau,Rooftop,dry,3,t15,0.637
GuineaBissau,Rooftop,dry,3,t16,0.5630000000000001
GuineaBissau,Rooftop,dry,3,t17,0.404
GuineaBissau,Rooftop,dry,3,t18,0.213
GuineaBissau,Rooftop,dry,3,t19,0.042
GuineaBissau,Rooftop,dry,4,t08,0.019
GuineaBissau,Rooftop,dry,4,t09,0.228
GuineaBissau,Rooftop,dry,4,t10,0.464
GuineaBissau,Rooftop,dry,4,t11,0.635
GuineaBissau,Rooftop,dry,4,t12,0.743
GuineaBissau,Rooftop,dry,4,t13,0.773
GuineaBissau,Rooftop,dry,4,t14,0.774
GuineaBissau,Rooftop,dry,4,t15,0.722
GuineaBissau,Rooftop,dry,4,t16,0.61
GuineaBissau,Rooftop,dry,4,t17,0.438
GuineaBissau,Rooftop,dry,4,t18,0.21
GuineaBissau,Rooftop,dry,4,t19,0.016
GuineaBissau,Rooftop,wet,1,t08,0.051
GuineaBissau,Rooftop,wet,1,t09,0.214
GuineaBissau,Rooftop,wet,1,t10,0.393
GuineaBissau,Rooftop,wet,1,t11,0.538
GuineaBissau,Rooftop,wet,1,t12,0.633
GuineaBissau,Rooftop,wet,1,t13,0.659
GuineaBissau,Rooftop,wet,1,t14,0.657
GuineaBissau,Rooftop,wet,1,t15,0.606
GuineaBissau,Rooftop,wet,1,t16,0.516
GuineaBissau,Rooftop,wet,1,t17,0.373
GuineaBissau,Rooftop,wet,1,t18,0.204
GuineaBissau,Rooftop,wet,1,t19,0.05
GuineaBissau,Rooftop,wet,2,t08,0.04
GuineaBissau,Rooftop,wet,2,t09,0.151
GuineaBissau,Rooftop,wet,2,t10,0.296
GuineaBissau,Rooftop,wet,2,t11,0.436
GuineaBissau,Rooftop,wet,2,t12,0.518
GuineaBissau,Rooftop,wet,2,t13,0.552
GuineaBissau,Rooftop,wet,2,t14,0.538
GuineaBissau,Rooftop,wet,2,t15,0.498
GuineaBissau,Rooftop,wet,2,t16,0.396
GuineaBissau,Rooftop,wet,2,t17,0.286
GuineaBissau,Rooftop,wet,2,t18,0.163
GuineaBissau,Rooftop,wet,2,t19,0.05
GuineaBissau,Rooftop,wet,3,t08,0.025
GuineaBissau,Rooftop,wet,3,t09,0.097
GuineaBissau,Rooftop,wet,3,t10,0.188
GuineaBissau,Rooftop,wet,3,t11,0.277
GuineaBissau,Rooftop,wet,3,t12,0.328
GuineaBissau,Rooftop,wet,3,t13,0.36
GuineaBissau,Rooftop,wet,3,t14,0.353
GuineaBissau,Rooftop,wet,3,t15,0.338
GuineaBissau,Rooftop,wet,3,t16,0.281
GuineaBissau,Rooftop,wet,3,t17,0.182
GuineaBissau,Rooftop,wet,3,t18,0.094
GuineaBissau,Rooftop,wet,3,t19,0.023
GuineaBissau,Rooftop,wet,4,t08,0.024
GuineaBissau,Rooftop,wet,4,t09,0.168
GuineaBissau,Rooftop,wet,4,t10,0.349
GuineaBissau,Rooftop,wet,4,t11,0.481
GuineaBissau,Rooftop,wet,4,t12,0.586
GuineaBissau,Rooftop,wet,4,t13,0.61
GuineaBissau,Rooftop,wet,4,t14,0.577
GuineaBissau,Rooftop,wet,4,t15,0.478
GuineaBissau,Rooftop,wet,4,t16,0.311
GuineaBissau,Rooftop,wet,4,t17,0.166
GuineaBissau,Rooftop,wet,4,t18,0.071
GuineaBissau,Rooftop,wet,4,t19,0.009
IvoryCoast,PV,dry,1,t07,0.001
IvoryCoast,PV,dry,1,t08,0.132
IvoryCoast,PV,dry,1,t09,0.366
IvoryCoast,PV,dry,1,t10,0.561
IvoryCoast,PV,dry,1,t11,0.6910000000000001
IvoryCoast,PV,dry,1,t12,0.767
IvoryCoast,PV,dry,1,t13,0.8210000000000001
IvoryCoast,PV,dry,1,t14,0.785
IvoryCoast,PV,dry,1,t15,0.6950000000000001
IvoryCoast,PV,dry,1,t16,0.556
IvoryCoast,PV,dry,1,t17,0.349
IvoryCoast,PV,dry,1,t18,0.104
IvoryCoast,PV,dry,2,t07,0.007
IvoryCoast,PV,dry,2,t08,0.256
IvoryCoast,PV,dry,2,t09,0.491
IvoryCoast,PV,dry,2,t10,0.648
IvoryCoast,PV,dry,2,t11,0.768
IvoryCoast,PV,dry,2,t12,0.8320000000000001
IvoryCoast,PV,dry,2,t13,0.844
IvoryCoast,PV,dry,2,t14,0.81
IvoryCoast,PV,dry,2,t15,0.724
IvoryCoast,PV,dry,2,t16,0.583
IvoryCoast,PV,dry,2,t17,0.381
IvoryCoast,PV,dry,2,t18,0.126
IvoryCoast,PV,dry,3,t07,0.006
IvoryCoast,PV,dry,3,t08,0.097
IvoryCoast,PV,dry,3,t09,0.235
IvoryCoast,PV,dry,3,t10,0.359
IvoryCoast,PV,dry,3,t11,0.394
IvoryCoast,PV,dry,3,t12,0.397
IvoryCoast,PV,dry,3,t13,0.396
IvoryCoast,PV,dry,3,t14,0.36
IvoryCoast,PV,dry,3,t15,0.324
IvoryCoast,PV,dry,3,t16,0.225
IvoryCoast,PV,dry,3,t17,0.133
IvoryCoast,PV,dry,3,t18,0.044
IvoryCoast,PV,dry,4,t07,0.002
IvoryCoast,PV,dry,4,t08,0.14
IvoryCoast,PV,dry,4,t09,0.368
IvoryCoast,PV,dry,4,t10,0.538
IvoryCoast,PV,dry,4,t11,0.642
IvoryCoast,PV,dry,4,t12,0.687
IvoryCoast,PV,dry,4,t13,0.623
IvoryCoast,PV,dry,4,t14,0.5740000000000001
IvoryCoast,PV,dry,4,t15,0.477
IvoryCoast,PV,dry,4,t16,0.365
IvoryCoast,PV,dry,4,t17,0.208
IvoryCoast,PV,dry,4,t18,0.049
IvoryCoast,PV,wet,1,t07,0.012
IvoryCoast,PV,wet,1,t08,0.135
IvoryCoast,PV,wet,1,t09,0.292
IvoryCoast,PV,wet,1,t10,0.423
IvoryCoast,PV,wet,1,t11,0.516
IvoryCoast,PV,wet,1,t12,0.546
IvoryCoast,PV,wet,1,t13,0.544
IvoryCoast,PV,wet,1,t14,0.508
IvoryCoast,PV,wet,1,t15,0.426
IvoryCoast,PV,wet,1,t16,0.317
IvoryCoast,PV,wet,1,t17,0.195
IvoryCoast,PV,wet,1,t18,0.073
IvoryCoast,PV,wet,1,t19,0.001
IvoryCoast,PV,wet,2,t07,0.015
IvoryCoast,PV,wet,2,t08,0.113
IvoryCoast,PV,wet,2,t09,0.254
IvoryCoast,PV,wet,2,t10,0.392
IvoryCoast,PV,wet,2,t11,0.477
IvoryCoast,PV,wet,2,t12,0.527
IvoryCoast,PV,wet,2,t13,0.533
IvoryCoast,PV,wet,2,t14,0.501
IvoryCoast,PV,wet,2,t15,0.443
IvoryCoast,PV,wet,2,t16,0.341
IvoryCoast,PV,wet,2,t17,0.217
IvoryCoast,PV,wet,2,t18,0.084
IvoryCoast,PV,wet,2,t19,0.003
IvoryCoast,PV,wet,3,t07,0.008
IvoryCoast,PV,wet,3,t08,0.071
IvoryCoast,PV,wet,3,t09,0.161
IvoryCoast,PV,wet,3,t10,0.246
IvoryCoast,PV,wet,3,t11,0.33
IvoryCoast,PV,wet,3,t12,0.401
IvoryCoast,PV,wet,3,t13,0.439
IvoryCoast,PV,wet,3,t14,0.452
IvoryCoast,PV,wet,3,t15,0.403
IvoryCoast,PV,wet,3,t16,0.313
IvoryCoast,PV,wet,3,t17,0.198
IvoryCoast,PV,wet,3,t18,0.082
IvoryCoast,PV,wet,3,t19,0.004
IvoryCoast,PV,wet,4,t07,0.008
IvoryCoast,PV,wet,4,t08,0.168
IvoryCoast,PV,wet,4,t09,0.386
IvoryCoast,PV,wet,4,t10,0.5680000000000001
IvoryCoast,PV,wet,4,t11,0.687
IvoryCoast,PV,wet,4,t12,0.751
IvoryCoast,PV,wet,4,t13,0.75
IvoryCoast,PV,wet,4,t14,0.685
IvoryCoast,PV,wet,4,t15,0.5760000000000001
IvoryCoast,PV,wet,4,t16,0.399
IvoryCoast,PV,wet,4,t17,0.22
IvoryCoast,PV,wet,4,t18,0.046
IvoryCoast,Wind,dry,1,t03,0.016
IvoryCoast,Wind,dry,1,t04,0.068
IvoryCoast,Wind,dry,1,t05,0.112
IvoryCoast,Wind,dry,1,t06,0.145
IvoryCoast,Wind,dry,1,t07,0.186
IvoryCoast,Wind,dry,1,t08,0.155
IvoryCoast,Wind,dry,1,t09,0.062
IvoryCoast,Wind,dry,1,t10,0.143
IvoryCoast,Wind,dry,1,t11,0.225
IvoryCoast,Wind,dry,1,t12,0.276
IvoryCoast,Wind,dry,1,t13,0.295
IvoryCoast,Wind,dry,1,t14,0.259
IvoryCoast,Wind,dry,1,t15,0.202
IvoryCoast,Wind,dry,1,t16,0.162
IvoryCoast,Wind,dry,1,t17,0.15
IvoryCoast,Wind,dry,1,t18,0.144
IvoryCoast,Wind,dry,1,t19,0.155
IvoryCoast,Wind,dry,1,t20,0.168
IvoryCoast,Wind,dry,1,t21,0.176
IvoryCoast,Wind,dry,1,t22,0.143
IvoryCoast,Wind,dry,1,t23,0.071
IvoryCoast,Wind,dry,1,t24,0.014
IvoryCoast,Wind,dry,2,t01,0.429
IvoryCoast,Wind,dry,2,t02,0.435
IvoryCoast,Wind,dry,2,t03,0.482
IvoryCoast,Wind,dry,2,t04,0.554
IvoryCoast,Wind,dry,2,t05,0.601
IvoryCoast,Wind,dry,2,t06,0.615
IvoryCoast,Wind,dry,2,t07,0.608
IvoryCoast,Wind,dry,2,t08,0.416
IvoryCoast,Wind,dry,2,t09,0.13
IvoryCoast,Wind,dry,2,t10,0.272
IvoryCoast,Wind,dry,2,t11,0.43
IvoryCoast,Wind,dry,2,t12,0.332
IvoryCoast,Wind,dry,2,t13,0.224
IvoryCoast,Wind,dry,2,t14,0.143
IvoryCoast,Wind,dry,2,t15,0.094
IvoryCoast,Wind,dry,2,t16,0.063
IvoryCoast,Wind,dry,2,t17,0.043
IvoryCoast,Wind,dry,2,t18,0.023
IvoryCoast,Wind,dry,2,t19,0.006
IvoryCoast,Wind,dry,2,t20,0.002
IvoryCoast,Wind,dry,2,t23,0.007
IvoryCoast,Wind,dry,2,t24,0.083
IvoryCoast,Wind,dry,3,t01,0.185
IvoryCoast,Wind,dry,3,t02,0.212
IvoryCoast,Wind,dry,3,t03,0.22
IvoryCoast,Wind,dry,3,t04,0.201
IvoryCoast,Wind,dry,3,t05,0.169
IvoryCoast,Wind,dry,3,t06,0.146
IvoryCoast,Wind,dry,3,t07,0.125
IvoryCoast,Wind,dry,3,t08,0.084
IvoryCoast,Wind,dry,3,t09,0.115
IvoryCoast,Wind,dry,3,t10,0.07
IvoryCoast,Wind,dry,3,t11,0.026
IvoryCoast,Wind,dry,3,t12,0.008
IvoryCoast,Wind,dry,3,t13,0.002
IvoryCoast,Wind,dry,3,t18,0.001
IvoryCoast,Wind,dry,3,t19,0.002
IvoryCoast,Wind,dry,3,t20,0.004
IvoryCoast,Wind,dry,3,t21,0.004
IvoryCoast,Wind,dry,3,t22,0.009
IvoryCoast,Wind,dry,3,t23,0.032
IvoryCoast,Wind,dry,3,t24,0.08
IvoryCoast,Wind,dry,4,t01,0.14
IvoryCoast,Wind,dry,4,t02,0.107
IvoryCoast,Wind,dry,4,t03,0.082
IvoryCoast,Wind,dry,4,t04,0.056
IvoryCoast,Wind,dry,4,t05,0.028
IvoryCoast,Wind,dry,4,t06,0.012
IvoryCoast,Wind,dry,4,t07,0.009
IvoryCoast,Wind,dry,4,t08,0.004
IvoryCoast,Wind,dry,4,t09,0.003
IvoryCoast,Wind,dry,4,t10,0.035
IvoryCoast,Wind,dry,4,t11,0.063
IvoryCoast,Wind,dry,4,t12,0.087
IvoryCoast,Wind,dry,4,t13,0.097
IvoryCoast,Wind,dry,4,t14,0.093
IvoryCoast,Wind,dry,4,t15,0.087
IvoryCoast,Wind,dry,4,t16,0.082
IvoryCoast,Wind,dry,4,t17,0.082
IvoryCoast,Wind,dry,4,t18,0.093
IvoryCoast,Wind,dry,4,t19,0.137
IvoryCoast,Wind,dry,4,t20,0.18
IvoryCoast,Wind,dry,4,t21,0.205
IvoryCoast,Wind,dry,4,t22,0.201
IvoryCoast,Wind,dry,4,t23,0.165
IvoryCoast,Wind,dry,4,t24,0.118
IvoryCoast,Wind,wet,1,t01,0.023
IvoryCoast,Wind,wet,1,t02,0.044
IvoryCoast,Wind,wet,1,t03,0.093
IvoryCoast,Wind,wet,1,t04,0.17
IvoryCoast,Wind,wet,1,t05,0.191
IvoryCoast,Wind,wet,1,t06,0.168
IvoryCoast,Wind,wet,1,t07,0.119
IvoryCoast,Wind,wet,1,t08,0.026
IvoryCoast,Wind,wet,1,t09,0.001
IvoryCoast,Wind,wet,1,t11,0.022
IvoryCoast,Wind,wet,1,t12,0.071
IvoryCoast,Wind,wet,1,t13,0.117
IvoryCoast,Wind,wet,1,t14,0.157
IvoryCoast,Wind,wet,1,t15,0.182
IvoryCoast,Wind,wet,1,t16,0.187
IvoryCoast,Wind,wet,1,t17,0.19
IvoryCoast,Wind,wet,1,t18,0.189
IvoryCoast,Wind,wet,1,t19,0.178
IvoryCoast,Wind,wet,1,t20,0.179
IvoryCoast,Wind,wet,1,t21,0.153
IvoryCoast,Wind,wet,1,t22,0.099
IvoryCoast,Wind,wet,1,t23,0.043
IvoryCoast,Wind,wet,1,t24,0.01
IvoryCoast,Wind,wet,2,t01,0.22
IvoryCoast,Wind,wet,2,t02,0.229
IvoryCoast,Wind,wet,2,t03,0.229
IvoryCoast,Wind,wet,2,t04,0.238
IvoryCoast,Wind,wet,2,t05,0.28
IvoryCoast,Wind,wet,2,t06,0.279
IvoryCoast,Wind,wet,2,t07,0.242
IvoryCoast,Wind,wet,2,t08,0.225
IvoryCoast,Wind,wet,2,t09,0.231
IvoryCoast,Wind,wet,2,t10,0.12
IvoryCoast,Wind,wet,2,t11,0.042
IvoryCoast,Wind,wet,2,t12,0.017
IvoryCoast,Wind,wet,2,t13,0.009
IvoryCoast,Wind,wet,2,t14,0.007
IvoryCoast,Wind,wet,2,t15,0.006
IvoryCoast,Wind,wet,2,t16,0.004
IvoryCoast,Wind,wet,2,t17,0.003
IvoryCoast,Wind,wet,2,t18,0.003
IvoryCoast,Wind,wet,2,t19,0.005
IvoryCoast,Wind,wet,2,t20,0.013
IvoryCoast,Wind,wet,2,t21,0.026
IvoryCoast,Wind,wet,2,t22,0.053
IvoryCoast,Wind,wet,2,t23,0.089
IvoryCoast,Wind,wet,2,t24,0.128
IvoryCoast,Wind,wet,3,t01,0.349
IvoryCoast,Wind,wet,3,t02,0.337
IvoryCoast,Wind,wet,3,t03,0.296
IvoryCoast,Wind,wet,3,t04,0.32
IvoryCoast,Wind,wet,3,t05,0.284
IvoryCoast,Wind,wet,3,t06,0.288
IvoryCoast,Wind,wet,3,t07,0.319
IvoryCoast,Wind,wet,3,t08,0.31
IvoryCoast,Wind,wet,3,t09,0.393
IvoryCoast,Wind,wet,3,t10,0.358
IvoryCoast,Wind,wet,3,t11,0.276
IvoryCoast,Wind,wet,3,t12,0.225
IvoryCoast,Wind,wet,3,t13,0.207
IvoryCoast,Wind,wet,3,t14,0.185
IvoryCoast,Wind,wet,3,t15,0.149
IvoryCoast,Wind,wet,3,t16,0.126
IvoryCoast,Wind,wet,3,t17,0.117
IvoryCoast,Wind,wet,3,t18,0.112
IvoryCoast,Wind,wet,3,t19,0.128
IvoryCoast,Wind,wet,3,t20,0.165
IvoryCoast,Wind,wet,3,t21,0.212
IvoryCoast,Wind,wet,3,t22,0.248
IvoryCoast,Wind,wet,3,t23,0.25
IvoryCoast,Wind,wet,3,t24,0.231
IvoryCoast,Wind,wet,4,t03,0.008
IvoryCoast,Wind,wet,4,t04,0.03
IvoryCoast,Wind,wet,4,t05,0.056
IvoryCoast,Wind,wet,4,t06,0.082
IvoryCoast,Wind,wet,4,t07,0.1
IvoryCoast,Wind,wet,4,t08,0.038
IvoryCoast,Wind,wet,4,t09,0.006
IvoryCoast,Wind,wet,4,t10,0.002
IvoryCoast,Wind,wet,4,t11,0.005
IvoryCoast,Wind,wet,4,t12,0.015
IvoryCoast,Wind,wet,4,t13,0.036
IvoryCoast,Wind,wet,4,t14,0.069
IvoryCoast,Wind,wet,4,t15,0.097
IvoryCoast,Wind,wet,4,t16,0.112
IvoryCoast,Wind,wet,4,t17,0.137
IvoryCoast,Wind,wet,4,t18,0.139
IvoryCoast,Wind,wet,4,t19,0.111
IvoryCoast,Wind,wet,4,t20,0.104
IvoryCoast,Wind,wet,4,t21,0.1
IvoryCoast,Wind,wet,4,t22,0.087
IvoryCoast,Wind,wet,4,t23,0.067
IvoryCoast,Wind,wet,4,t24,0.047
IvoryCoast,Rooftop,dry,1,t07,0.001
IvoryCoast,Rooftop,dry,1,t08,0.132
IvoryCoast,Rooftop,dry,1,t09,0.366
IvoryCoast,Rooftop,dry,1,t10,0.561
IvoryCoast,Rooftop,dry,1,t11,0.6910000000000001
IvoryCoast,Rooftop,dry,1,t12,0.767
IvoryCoast,Rooftop,dry,1,t13,0.8210000000000001
IvoryCoast,Rooftop,dry,1,t14,0.785
IvoryCoast,Rooftop,dry,1,t15,0.6950000000000001
IvoryCoast,Rooftop,dry,1,t16,0.556
IvoryCoast,Rooftop,dry,1,t17,0.349
IvoryCoast,Rooftop,dry,1,t18,0.104
IvoryCoast,Rooftop,dry,2,t07,0.007
