Plants,Zone,Type,fuel1,StYr,RetrYr,Capacity,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,Status,HeatRate2,MinUtilization,RETech,UnitSize
Sto_ZAF_2027,South_Africa,STORAGE,Battery,2027,2057,615,,0,,,,,,,,,,1000,10000,0,,2,0,0,0,0
Sto_ZAF_2028,South_Africa,STORAGE,Battery,2028,2058,615,,0,,,,,,,,,,1000,10000,0,,2,0,0,0,0
Sto_ZMB,Zambia,STORAGE,Battery,2026,2055,4000,,0,,,,,,,,,,400,4000,0,,3,0,0,0,0
SwazilandBiomass_BIO_SWZ,Eswatini,ST,Biomass,2030,2080,35,0.3,11.1842406,0.33,0.33,0,0.8,48000,3,0,4.423148479,30,35,35,0,,3,0,0,0,35
Tanwat_Bio_TZA,Tanzania,ST,Biomass,2011,2051,2.7,0.3,10.8998955,1,1,0,0.8,48000,3,0,0,30,,,0,,1,0,0,0,2.7
TanzaniaBiomass_BIO_TZA,Tanzania,ST,Biomass,2024,2074,32,0.3,10,0.33,0.33,0,0.8,100000,3,0,4.423148479,30,32,32,0,,3,0,0,0,32
New_PV_ZWE_2036,Zimbabwe,PV,PV,2036,2060,0,,,,,,,15000,,,,,500,0,0,,3,0,0,1,0
Taveta_HY_TZA,Tanzania,ROR,Water,2030,2060,0,,,,,,0.275,46500,0.55,,4.8604,,0,0,0,,3,0,0,0,0
"Tedzani_I,_II,_III_HY_MWI",Malawi,ROR,Water,2000,2060,102,,,,,,0.325077306,,,,0,,0,0,0,,1,0,0,0,0
Tedzani_IV_HY_MWI,Malawi,ROR,Water,2021,2060,19.1,,,,,,0.325077306,,,,0,,0,0,0,,1,0,0,0,0
Tegeta,Tanzania,GT,Gas,2009,2029,42,0.06,8.34,0.09,0.09,,0.4,6900,,,,,,,0,,1,0,0.06,0,0
TegetaIPTL_TH_TZA,Tanzania,ICE,HFO,2002,2027,23.92,,12.321621,,,,,,,,0,,,,0,,1,0,0,0,0
Temane_TH_MOZ,Mozambique,GT,Gas,2000,2055,1.86,0.06,10.41544727,,,,0.4,8000,6.4,,0,,,,0,7,1,11.11544727,0.45,0,0
Temane2_TH_MOZ,Mozambique,GT,Gas,2014,2064,9.2,0.06,10.41544727,,,,0.4,8000,6.4,,0,,,,0,7,1,11.11544727,0.45,0,0
Tete_TH_MOZ,Mozambique,ST,Coal,2025,2075,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0
TPC_BIO_TZA,Tanzania,ST,Biomass,2010,2051,7.5,0.3,10.8998955,0.33,0.33,0,0.8,48000,3,0,0,30,,,0,,1,0,0,0,7.5
Tsate_HY_MOZ,Mozambique,ROR,Water,2027,2060,0,,,,,,0.406440138,,,,4.248837209,,0,0,0,,3,0,0,0,0
TumulodoCacador_HY_AGO,Angola,ROR,Water,2055,2095,450,,,,,,0.3475,,,,4.248837209,,450,450,0,,3,0,0,0,0
Tutuka_TH_ZAF,South_Africa,ST,Coal,1985,2030,3510,,8.979618258,,,,,,,,0,,,,0,,1,0,0.05,0,610
Ubongo_I,Tanzania,GT,Gas,2007,2027,98,,8.978,0.3,0.3,,,5900,,,,,,,0,,1,0,0.05,0,0
Ubungo_II,Tanzania,GT,Gas,2012,2055,126,,10.232,0.1,0.1,,,5700,,,,,,,0,,1,0,0.05,0,0
Ubungo_III,Tanzania,GT,Gas,2022,2055,112,,10.232,0.1,0.1,,,5700,,,,,,,0,,1,0,0.05,0,0
Upper_Kihansi,Tanzania,ROR,Water,2030,2060,47,,,,,,0.26,4090,0.5,,2.392,,47,47,0,,3,0,0,0,0
Vanderkloof_HY_ZAF,South_Africa,ROR,Water,1977,2060,240,,,,,,0.185,,,,0,,,,0,,1,0,0,0,0
VanEck_TH_NAM,Namibia,ST,Coal,1972,2040,33,,11.373804,,,,,,,,0,,,,0,,1,0,0.1,0,33
VictoriaFalls_HY_ZMB,Zambia,ROR,Water,1968,2060,108,,,,,,0.436146831,,,,0,,,,0,,1,0,0,0,0
Vuka_HY_AGO,Angola,ROR,Water,2032,2060,121,,,,,,0.121826136,,,,4.248837209,,121,121,0,,3,0,0,0,0
WanieRukula_HY_ZAR,DRC,ROR,Water,2024,2060,0,,,,,,0.193435172,,,,4.248837209,,0,0,0,,3,0,0,0,0
Waste_to_energy_(Blantyre)_BM_MWI,Malawi,ST,Biomass,2031,2060,10,0.3,10,1,1,0,0.01,100000,10,0,7.2,30,10,10,0,,3,0,0,0,0
Wind_2030_MWI,Malawi,WIND,OnshoreWind,2030,2060,350,,0,,,,,,,,,,50,350,0,,3,0,0,1,0
Wind_Tanzania,Tanzania,WIND,OnshoreWind,2027,2051,6000,,0,,,,,,,,,,100,6000,0,,3,0,0,1,0
Wovwe_additional_HY_MWI,Malawi,ROR,Water,2027,2060,4.5,,,,,,0.325077306,,,,3.536,,4.5,4.5,0,,2,0,0,0,0
Wovwe_HY_MWI,Malawi,ROR,Water,2000,2060,4.35,,,,,,0.325077306,,,,0,,0,0,0,,1,0,0,0,0
ZambiaCoal_TH_ZMB,Zambia,ST,Coal,2032,2082,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0
ZambiaOCGTDiesel_TH_ZMB,Zambia,ICE,Diesel,2020,2070,84,0.2,9.7,1,1,0,0.2,17000,4,0,0,30,0,0,0,,1,0,0,0,0
Zenzo_HY_AGO,Angola,ROR,Water,2035,2075,570,,,,,,0.3325,,,,4.248837209,,570,570,0,,3,0,0,0,0
ZimbabweNG_TH_ZWE,Zimbabwe,ICE,HFO,2024,2054,500,,10.41544727,,,,,,,,0.933810376,,500,500,0,,3,0,0.06,0,0
ZPCSolarCSP_TH_ZWE,Zimbabwe,CSP,CSP,2024,2064,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,0,0,0,,3,0,0,0,0
